"photo-13279251_326200869";"http://cs540103.vk.me/c540101/v540101826/13de5/OrrYs4KD1sc.jpg";"Nike Air Max 90 Hyperfuse.<br/>Цена: 1080 грн. <br/>Размеры: 40 - 46<br/>Материал: нейлон, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20001<br/>Белый+Черый";"Nike Air Max 90 Hyperfuse.";1080;"NK20001";" 40 - 46";"Белый+Черый";"<h1>Nike Air Max 90 Hyperfuse.</h1><br/><b>Материал:</b> нейлон, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355719798";"http://cs540103.vk.me/c540101/v540101826/470f9/c45M1-rw148.jpg";"Nike Air Max Thea<br/>Цена: 1160 грн. <br/>Размеры: 36 - 40<br/>Материал: нейлон, сетка, кожа<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20020<br/>Розовый+Салатовый";"Nike Air Max Thea";1160;"NK20020";" 36 - 40";"Розовый+Салатовый";"<h1>Nike Air Max Thea</h1><br/><b>Материал:</b> нейлон, сетка, кожа<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355719819";"http://cs540103.vk.me/c540101/v540101826/47111/AE0lbYOugZw.jpg";"Nike Air Max Thea<br/>Цена: 1160 грн. <br/>Размеры: 36 - 40<br/>Материал: нейлон, сетка, кожа<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20020<br/>Розовый+Салатовый";"Nike Air Max Thea";1160;"NK20020";" 36 - 40";"Розовый+Салатовый";"<h1>Nike Air Max Thea</h1><br/><b>Материал:</b> нейлон, сетка, кожа<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355719897";"http://cs540103.vk.me/c540101/v540101826/471b9/_OuFO6f6UsY.jpg";"Nike Air Max Thea<br/>Цена: 1160 грн. <br/>Размеры: 36 - 40<br/>Материал: нейлон, сетка, кожа<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20020<br/>Розовый+Салатовый";"Nike Air Max Thea";1160;"NK20020";" 36 - 40";"Розовый+Салатовый";"<h1>Nike Air Max Thea</h1><br/><b>Материал:</b> нейлон, сетка, кожа<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355719855";"http://cs540103.vk.me/c540101/v540101826/47161/oj_NM-LKcR0.jpg";"Nike Air Max Thea<br/>Цена: 1160 грн. <br/>Размеры: 36 - 40<br/>Материал: нейлон, сетка, кожа<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20020<br/>Розовый+Салатовый";"Nike Air Max Thea";1160;"NK20020";" 36 - 40";"Розовый+Салатовый";"<h1>Nike Air Max Thea</h1><br/><b>Материал:</b> нейлон, сетка, кожа<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_340421823";"http://cs540103.vk.me/c7006/v7006826/17c35/2-3zVgslxtQ.jpg";"Nike Air Max Thea<br/>Цена: 1160 грн. <br/>Размеры: 36 - 45<br/>Материал: нейлон, сетка, кожа<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20020<br/>Салатовый";"Nike Air Max Thea";1160;"NK20020";" 36 - 45";"Салатовый";"<h1>Nike Air Max Thea</h1><br/><b>Материал:</b> нейлон, сетка, кожа<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_340421865";"http://cs540103.vk.me/c7006/v7006826/17ca4/Yak2B-St1sQ.jpg";"Nike Air Max Thea<br/>Цена: 1160 грн. <br/>Размеры: 36 - 45<br/>Материал: нейлон, сетка, кожа<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20020<br/>Салатовый";"Nike Air Max Thea";1160;"NK20020";" 36 - 45";"Салатовый";"<h1>Nike Air Max Thea</h1><br/><b>Материал:</b> нейлон, сетка, кожа<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_340421809";"http://cs540103.vk.me/c7006/v7006826/17c15/VzUNt0TEhBI.jpg";"Nike Air Max Thea<br/>Цена: 1160 грн. <br/>Размеры: 36 - 45<br/>Материал: нейлон, сетка, кожа<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20020<br/>Салатовый";"Nike Air Max Thea";1160;"NK20020";" 36 - 45";"Салатовый";"<h1>Nike Air Max Thea</h1><br/><b>Материал:</b> нейлон, сетка, кожа<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_340421796";"http://cs540103.vk.me/c7006/v7006826/17bf5/t9VFGjfNzKU.jpg";"Nike Air Max Thea<br/>Цена: 1160 грн. <br/>Размеры: 36 - 45<br/>Материал: нейлон, сетка, кожа<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20020<br/>Салатовый";"Nike Air Max Thea";1160;"NK20020";" 36 - 45";"Салатовый";"<h1>Nike Air Max Thea</h1><br/><b>Материал:</b> нейлон, сетка, кожа<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355719795";"http://cs540103.vk.me/c540101/v540101826/470f1/gq5W7ikRI10.jpg";"Nike Air Max Thea<br/>Цена: 1160 грн. <br/>Размеры: 36 - 40<br/>Материал: нейлон, сетка, кожа<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20020<br/>Оранжевый";"Nike Air Max Thea";1160;"NK20020";" 36 - 40";"Оранжевый";"<h1>Nike Air Max Thea</h1><br/><b>Материал:</b> нейлон, сетка, кожа<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355719782";"http://cs540103.vk.me/c540101/v540101826/470d9/USOnQFP7UNg.jpg";"Nike Air Max Thea<br/>Цена: 1160 грн. <br/>Размеры: 36 - 40<br/>Материал: нейлон, сетка, кожа<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20020<br/>Оранжевый";"Nike Air Max Thea";1160;"NK20020";" 36 - 40";"Оранжевый";"<h1>Nike Air Max Thea</h1><br/><b>Материал:</b> нейлон, сетка, кожа<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355719830";"http://cs540103.vk.me/c540101/v540101826/47119/hoV4gb3HzsY.jpg";"Nike Air Max Thea<br/>Цена: 1160 грн. <br/>Размеры: 36 - 40<br/>Материал: нейлон, сетка, кожа<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20020<br/>Голубой+Белый";"Nike Air Max Thea";1160;"NK20020";" 36 - 40";"Голубой+Белый";"<h1>Nike Air Max Thea</h1><br/><b>Материал:</b> нейлон, сетка, кожа<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355719850";"http://cs540103.vk.me/c540101/v540101826/47151/k-GelkhaDDY.jpg";"Nike Air Max Thea<br/>Цена: 1160 грн. <br/>Размеры: 36 - 40<br/>Материал: нейлон, сетка, кожа<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20020<br/>Голубой+Белый";"Nike Air Max Thea";1160;"NK20020";" 36 - 40";"Голубой+Белый";"<h1>Nike Air Max Thea</h1><br/><b>Материал:</b> нейлон, сетка, кожа<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355719846";"http://cs540103.vk.me/c540101/v540101826/47149/GOdRZzkLYZU.jpg";"Nike Air Max Thea<br/>Цена: 1160 грн. <br/>Размеры: 36 - 40<br/>Материал: нейлон, сетка, кожа<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20020<br/>Голубой+Белый";"Nike Air Max Thea";1160;"NK20020";" 36 - 40";"Голубой+Белый";"<h1>Nike Air Max Thea</h1><br/><b>Материал:</b> нейлон, сетка, кожа<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355719787";"http://cs540103.vk.me/c540101/v540101826/470e1/HvCvhzi0vQU.jpg";"Nike Air Max Thea<br/>Цена: 1160 грн. <br/>Размеры: 36 - 40<br/>Материал: нейлон, сетка, кожа<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20020<br/>Бирюзовый";"Nike Air Max Thea";1160;"NK20020";" 36 - 40";"Бирюзовый";"<h1>Nike Air Max Thea</h1><br/><b>Материал:</b> нейлон, сетка, кожа<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355719853";"http://cs540103.vk.me/c540101/v540101826/47159/o6KB23hconI.jpg";"Nike Air Max Thea<br/>Цена: 1160 грн. <br/>Размеры: 36 - 40<br/>Материал: нейлон, сетка, кожа<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20020<br/>Бирюзовый";"Nike Air Max Thea";1160;"NK20020";" 36 - 40";"Бирюзовый";"<h1>Nike Air Max Thea</h1><br/><b>Материал:</b> нейлон, сетка, кожа<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355719791";"http://cs540103.vk.me/c540101/v540101826/470e9/JvbC-XR9krE.jpg";"Nike Air Max Thea<br/>Цена: 1160 грн. <br/>Размеры: 36 - 40<br/>Материал: нейлон, сетка, кожа<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20020<br/>Бирюзовый";"Nike Air Max Thea";1160;"NK20020";" 36 - 40";"Бирюзовый";"<h1>Nike Air Max Thea</h1><br/><b>Материал:</b> нейлон, сетка, кожа<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355719899";"http://cs540103.vk.me/c540101/v540101826/471c1/dTNmljapB04.jpg";"Nike Air Max Thea<br/>Цена: 1160 грн. <br/>Размеры: 36 - 40<br/>Материал: нейлон, сетка, кожа<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20020<br/>Бирюзовый";"Nike Air Max Thea";1160;"NK20020";" 36 - 40";"Бирюзовый";"<h1>Nike Air Max Thea</h1><br/><b>Материал:</b> нейлон, сетка, кожа<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_351015691";"http://cs540103.vk.me/c7006/v7006826/22ae7/zX1WqYWgl2Q.jpg";"Nike Air Max 90 WMNS<br/>Цена: 1340 грн.<br/>Размеры: 35 - 40<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20022<br/>Черный";"Nike Air Max 90 WMNS";1340;"NK20022";" 35 - 40";"Черный";"<h1>Nike Air Max 90 WMNS</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355717302";"http://cs540103.vk.me/c7008/v7008826/21d9c/D9rKvY5lU9Q.jpg";"Nike Air Max 90 WMNS<br/>Цена: 1340 грн.<br/>Размеры: 35 - 40<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20022<br/>Черный";"Nike Air Max 90 WMNS";1340;"NK20022";" 35 - 40";"Черный";"<h1>Nike Air Max 90 WMNS</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355717314";"http://cs540103.vk.me/c7008/v7008826/21dbc/CPNo-Q1b7JM.jpg";"Nike Air Max 90 WMNS<br/>Цена: 1340 грн.<br/>Размеры: 35 - 40<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20022<br/>Черный";"Nike Air Max 90 WMNS";1340;"NK20022";" 35 - 40";"Черный";"<h1>Nike Air Max 90 WMNS</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355717306";"http://cs540103.vk.me/c7008/v7008826/21da4/ZSHNJIWxXCk.jpg";"Nike Air Max 90 WMNS<br/>Цена: 1340 грн.<br/>Размеры: 35 - 40<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20022<br/>Черный";"Nike Air Max 90 WMNS";1340;"NK20022";" 35 - 40";"Черный";"<h1>Nike Air Max 90 WMNS</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_351015680";"http://cs540103.vk.me/c7006/v7006826/22acf/93zGy48EXdc.jpg";"Nike Air Max 90 WMNS<br/>Цена: 1340 грн.<br/>Размеры: 35 - 40<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20022<br/>Белый";"Nike Air Max 90 WMNS";1340;"NK20022";" 35 - 40";"Белый";"<h1>Nike Air Max 90 WMNS</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_351015677";"http://cs540103.vk.me/c7006/v7006826/22ac7/sGQkPaiORe8.jpg";"Nike Air Max 90 WMNS<br/>Цена: 1340 грн.<br/>Размеры: 35 - 40<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20022<br/>Белый";"Nike Air Max 90 WMNS";1340;"NK20022";" 35 - 40";"Белый";"<h1>Nike Air Max 90 WMNS</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_351015669";"http://cs540103.vk.me/c7006/v7006826/22abf/uxcJ9JLBXKc.jpg";"Nike Air Max 90 WMNS<br/>Цена: 1340 грн.<br/>Размеры: 35 - 40<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20022<br/>Белый";"Nike Air Max 90 WMNS";1340;"NK20022";" 35 - 40";"Белый";"<h1>Nike Air Max 90 WMNS</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_351015684";"http://cs540103.vk.me/c7006/v7006826/22ad7/XOLuAwS-oOM.jpg";"Nike Air Max 90 WMNS<br/>Цена: 1340 грн.<br/>Размеры: 35 - 40<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20022<br/>Белый";"Nike Air Max 90 WMNS";1340;"NK20022";" 35 - 40";"Белый";"<h1>Nike Air Max 90 WMNS</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_351015664";"http://cs540103.vk.me/c7006/v7006826/22aaf/T4IzV5tan_c.jpg";"Nike Air Max 90 WMNS<br/>Цена: 1340 грн.<br/>Размеры: 35 - 40<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20022<br/>Розовый";"Nike Air Max 90 WMNS";1340;"NK20022";" 35 - 40";"Розовый";"<h1>Nike Air Max 90 WMNS</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_351015661";"http://cs540103.vk.me/c7006/v7006826/22aa7/T95FaXYuc1Q.jpg";"Nike Air Max 90 WMNS<br/>Цена: 1340 грн.<br/>Размеры: 35 - 40<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20022<br/>Розовый";"Nike Air Max 90 WMNS";1340;"NK20022";" 35 - 40";"Розовый";"<h1>Nike Air Max 90 WMNS</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_351015660";"http://cs540103.vk.me/c7006/v7006826/22a9f/G2hC350QiDk.jpg";"Nike Air Max 90 WMNS<br/>Цена: 1340 грн.<br/>Размеры: 35 - 40<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20022<br/>Розовый";"Nike Air Max 90 WMNS";1340;"NK20022";" 35 - 40";"Розовый";"<h1>Nike Air Max 90 WMNS</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_351015667";"http://cs540103.vk.me/c7006/v7006826/22ab7/4UyjUK_TM9w.jpg";"Nike Air Max 90 WMNS<br/>Цена: 1340 грн.<br/>Размеры: 35 - 40<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20022<br/>Розовый";"Nike Air Max 90 WMNS";1340;"NK20022";" 35 - 40";"Розовый";"<h1>Nike Air Max 90 WMNS</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_351015685";"http://cs540103.vk.me/c7006/v7006826/22adf/5gjUUu5gnak.jpg";"Nike Air Max 90 WMNS<br/>Цена: 1340 грн.<br/>Размеры: 35 - 40<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20022<br/>Голубой";"Nike Air Max 90 WMNS";1340;"NK20022";" 35 - 40";"Голубой";"<h1>Nike Air Max 90 WMNS</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355717309";"http://cs540103.vk.me/c7008/v7008826/21db4/k5addHfcUbs.jpg";"Nike Air Max 90 WMNS<br/>Цена: 1340 грн.<br/>Размеры: 35 - 40<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20022<br/>Голубой";"Nike Air Max 90 WMNS";1340;"NK20022";" 35 - 40";"Голубой";"<h1>Nike Air Max 90 WMNS</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355717307";"http://cs540103.vk.me/c7008/v7008826/21dac/dTRbMYmIdYc.jpg";"Nike Air Max 90 WMNS<br/>Цена: 1340 грн.<br/>Размеры: 35 - 40<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20022<br/>Голубой";"Nike Air Max 90 WMNS";1340;"NK20022";" 35 - 40";"Голубой";"<h1>Nike Air Max 90 WMNS</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355717301";"http://cs540103.vk.me/c7008/v7008826/21d94/g6pRe3w_drA.jpg";"Nike Air Max 90 WMNS<br/>Цена: 1340 грн.<br/>Размеры: 35 - 40<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20022<br/>Голубой";"Nike Air Max 90 WMNS";1340;"NK20022";" 35 - 40";"Голубой";"<h1>Nike Air Max 90 WMNS</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_351016128";"http://cs540103.vk.me/c7006/v7006826/22c55/Vm5VpNsvdVA.jpg";"Nike Air Max 90 HYP PRM<br/>Цена: 1500 грн.<br/>Размеры: 35 - 40<br/>Материал: текстиль, сетка, резина<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20021<br/>Бежевый";"Nike Air Max 90 HYP PRM";1500;"NK20021";" 35 - 40";"Бежевый";"<h1>Nike Air Max 90 HYP PRM</h1><br/><b>Материал:</b> текстиль, сетка, резина<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_351016130";"http://cs540103.vk.me/c7006/v7006826/22c5d/76HRobOOGNU.jpg";"Nike Air Max 90 HYP PRM<br/>Цена: 1500 грн.<br/>Размеры: 35 - 40<br/>Материал: текстиль, сетка, резина<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20021<br/>Бежевый";"Nike Air Max 90 HYP PRM";1500;"NK20021";" 35 - 40";"Бежевый";"<h1>Nike Air Max 90 HYP PRM</h1><br/><b>Материал:</b> текстиль, сетка, резина<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_351016131";"http://cs540103.vk.me/c7006/v7006826/22c65/4pwvv5-gHOQ.jpg";"Nike Air Max 90 HYP PRM<br/>Цена: 1500 грн.<br/>Размеры: 35 - 40<br/>Материал: текстиль, сетка, резина<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20021<br/>Бежевый";"Nike Air Max 90 HYP PRM";1500;"NK20021";" 35 - 40";"Бежевый";"<h1>Nike Air Max 90 HYP PRM</h1><br/><b>Материал:</b> текстиль, сетка, резина<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_351016134";"http://cs540103.vk.me/c7006/v7006826/22c6d/Kexg_O8nR0M.jpg";"Nike Air Max 90 HYP PRM<br/>Цена: 1500 грн.<br/>Размеры: 35 - 40<br/>Материал: текстиль, сетка, резина<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20021<br/>Бежевый";"Nike Air Max 90 HYP PRM";1500;"NK20021";" 35 - 40";"Бежевый";"<h1>Nike Air Max 90 HYP PRM</h1><br/><b>Материал:</b> текстиль, сетка, резина<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_351016138";"http://cs540103.vk.me/c7006/v7006826/22c75/FxpmZseu6xM.jpg";"Nike Air Max 90 HYP PRM<br/>Цена: 1500 грн.<br/>Размеры: 35 - 40<br/>Материал: текстиль, сетка, резина<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20021<br/>Бежевый";"Nike Air Max 90 HYP PRM";1500;"NK20021";" 35 - 40";"Бежевый";"<h1>Nike Air Max 90 HYP PRM</h1><br/><b>Материал:</b> текстиль, сетка, резина<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_351016142";"http://cs540103.vk.me/c7006/v7006826/22c7d/TMyFQCpexYM.jpg";"Nike Air Max 90 HYP PRM<br/>Цена: 1500 грн.<br/>Размеры: 35 - 40<br/>Материал: текстиль, сетка, резина<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20021<br/>Фиолетовый";"Nike Air Max 90 HYP PRM";1500;"NK20021";" 35 - 40";"Фиолетовый";"<h1>Nike Air Max 90 HYP PRM</h1><br/><b>Материал:</b> текстиль, сетка, резина<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_351016144";"http://cs540103.vk.me/c7006/v7006826/22c85/g0g6V-n-VPo.jpg";"Nike Air Max 90 HYP PRM<br/>Цена: 1500 грн.<br/>Размеры: 35 - 40<br/>Материал: текстиль, сетка, резина<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20021<br/>Голубой";"Nike Air Max 90 HYP PRM";1500;"NK20021";" 35 - 40";"Голубой";"<h1>Nike Air Max 90 HYP PRM</h1><br/><b>Материал:</b> текстиль, сетка, резина<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_351016148";"http://cs540103.vk.me/c7006/v7006826/22c8d/INQ5JpCS4gA.jpg";"Nike Air Max 90 HYP PRM<br/>Цена: 1500 грн.<br/>Размеры: 35 - 40<br/>Материал: текстиль, сетка, резина<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20021<br/>Светло розовый";"Nike Air Max 90 HYP PRM";1500;"NK20021";" 35 - 40";"Светло розовый";"<h1>Nike Air Max 90 HYP PRM</h1><br/><b>Материал:</b> текстиль, сетка, резина<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_351016154";"http://cs540103.vk.me/c7006/v7006826/22c95/1IBNl0xajgE.jpg";"Nike Air Max 90 HYP PRM<br/>Цена: 1500 грн.<br/>Размеры: 35 - 40<br/>Материал: текстиль, сетка, резина<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20021<br/>Синий";"Nike Air Max 90 HYP PRM";1500;"NK20021";" 35 - 40";"Синий";"<h1>Nike Air Max 90 HYP PRM</h1><br/><b>Материал:</b> текстиль, сетка, резина<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_351016157";"http://cs540103.vk.me/c7006/v7006826/22c9d/_Dihah1Ql2w.jpg";"Nike Air Max 90 HYP PRM<br/>Цена: 1500 грн.<br/>Размеры: 35 - 44<br/>Материал: текстиль, сетка, резина<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20021<br/>Белый";"Nike Air Max 90 HYP PRM";1500;"NK20021";" 35 - 44";"Белый";"<h1>Nike Air Max 90 HYP PRM</h1><br/><b>Материал:</b> текстиль, сетка, резина<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_351016163";"http://cs540103.vk.me/c7006/v7006826/22ca5/nv7xCUpP0y0.jpg";"Nike Air Max 90 HYP PRM<br/>Цена: 1500 грн.<br/>Размеры: 35 - 40<br/>Материал: текстиль, сетка, резина<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20021<br/>Темно синий";"Nike Air Max 90 HYP PRM";1500;"NK20021";" 35 - 40";"Темно синий";"<h1>Nike Air Max 90 HYP PRM</h1><br/><b>Материал:</b> текстиль, сетка, резина<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_351016165";"http://cs540103.vk.me/c7006/v7006826/22cad/RyH_79-M5ZM.jpg";"Nike Air Max 90 HYP PRM<br/>Цена: 1500 грн.<br/>Размеры: 35 - 40<br/>Материал: текстиль, сетка, резина<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20021<br/>Розовый";"Nike Air Max 90 HYP PRM";1500;"NK20021";" 35 - 40";"Розовый";"<h1>Nike Air Max 90 HYP PRM</h1><br/><b>Материал:</b> текстиль, сетка, резина<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_351016168";"http://cs540103.vk.me/c7006/v7006826/22cb5/J4KR5k2RcMU.jpg";"Nike Air Max 90 HYP PRM<br/>Цена: 1500 грн.<br/>Размеры: 35 - 44<br/>Материал: текстиль, сетка, резина<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20021<br/>Бордовый";"Nike Air Max 90 HYP PRM";1500;"NK20021";" 35 - 44";"Бордовый";"<h1>Nike Air Max 90 HYP PRM</h1><br/><b>Материал:</b> текстиль, сетка, резина<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
