"photo-13279251_301464311";"http://cs416522.vk.me/v416522826/5949/416yZ_AGYT8.jpg";"Мокасины женские<br/>Цена: 910 грн.<br/>Размеры: 35-39<br/>Материал: натур. замша<br/>Сезон: весна, лето, осень<br/>KR10004<br/>Черный";"Мокасины женские";910;"KR10004";" 35-39";"Черный";"<h1>Мокасины женские</h1><br/><b>Материал:</b> натур. замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015503";"http://cs540103.vk.me/c540109/v540109826/be33/j0YWzS6sK_E.jpg";"Женские слипоны с ворсом<br/>Цена: 899 грн.<br/>Размеры: 35-39<br/>Материал: натуральный ворс<br/>Сезон: весна, лето, осень<br/>KR10049<br/>Леопардовый";"Женские слипоны с ворсом";899;"KR10049";" 35-39";"Леопардовый";"<h1>Женские слипоны с ворсом</h1><br/><b>Материал:</b> натуральный ворс<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015504";"http://cs540103.vk.me/c540109/v540109826/be3b/xtXga81WeE0.jpg";"Женские слипоны с ворсом<br/>Цена: 899 грн.<br/>Размеры: 35-39<br/>Материал: натуральный ворс<br/>Сезон: весна, лето, осень<br/>KR10049<br/>Леопардовый";"Женские слипоны с ворсом";899;"KR10049";" 35-39";"Леопардовый";"<h1>Женские слипоны с ворсом</h1><br/><b>Материал:</b> натуральный ворс<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015505";"http://cs540103.vk.me/c540109/v540109826/be44/FDyMLFQ9cps.jpg";"Женские слипоны с ворсом<br/>Цена: 899 грн.<br/>Размеры: 35-39<br/>Материал: натуральный ворс<br/>Сезон: весна, лето, осень<br/>KR10049<br/>Черный";"Женские слипоны с ворсом";899;"KR10049";" 35-39";"Черный";"<h1>Женские слипоны с ворсом</h1><br/><b>Материал:</b> натуральный ворс<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015506";"http://cs540103.vk.me/c540109/v540109826/be4c/hyZn03Dsm4o.jpg";"Женские слипоны с ворсом<br/>Цена: 899 грн.<br/>Размеры: 35-39<br/>Материал: натуральный ворс<br/>Сезон: весна, лето, осень<br/>KR10049<br/>Черный";"Женские слипоны с ворсом";899;"KR10049";" 35-39";"Черный";"<h1>Женские слипоны с ворсом</h1><br/><b>Материал:</b> натуральный ворс<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015508";"http://cs540103.vk.me/c540109/v540109826/be54/e-FYE3ZnUqY.jpg";"Женские слипоны с ворсом<br/>Цена: 899 грн.<br/>Размеры: 35-39<br/>Материал: натуральный ворс<br/>Сезон: весна, лето, осень<br/>KR10049<br/>Черный";"Женские слипоны с ворсом";899;"KR10049";" 35-39";"Черный";"<h1>Женские слипоны с ворсом</h1><br/><b>Материал:</b> натуральный ворс<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015509";"http://cs540103.vk.me/c540109/v540109826/be5c/jL27-sh0qVg.jpg";"Женские слипоны с ворсом<br/>Цена: 899 грн.<br/>Размеры: 35-39<br/>Материал: натуральный ворс<br/>Сезон: весна, лето, осень<br/>KR10049<br/>Леопардовый";"Женские слипоны с ворсом";899;"KR10049";" 35-39";"Леопардовый";"<h1>Женские слипоны с ворсом</h1><br/><b>Материал:</b> натуральный ворс<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015510";"http://cs540103.vk.me/c540109/v540109826/be64/Mx5bNZt7Nv4.jpg";"Женские слипоны с ворсом<br/>Цена: 899 грн.<br/>Размеры: 35-39<br/>Материал: натуральный ворс<br/>Сезон: весна, лето, осень<br/>KR10049<br/>Леопардовый";"Женские слипоны с ворсом";899;"KR10049";" 35-39";"Леопардовый";"<h1>Женские слипоны с ворсом</h1><br/><b>Материал:</b> натуральный ворс<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015511";"http://cs540103.vk.me/c540109/v540109826/be6c/4lO4l8wFZ_M.jpg";"Женские слипоны с ворсом<br/>Цена: 899 грн.<br/>Размеры: 35-39<br/>Материал: натуральный ворс<br/>Сезон: весна, лето, осень<br/>KR10049";"Женские слипоны с ворсом";899;"KR10049";" 35-39";;"<h1>Женские слипоны с ворсом</h1><br/><b>Материал:</b> натуральный ворс<br/><b>Сезон:</b> весна, лето, осень<br/>";"Missing colour;"
"photo-13279251_383015523";"http://cs540103.vk.me/c540109/v540109826/be74/Cb4cclsv5j8.jpg";"Женские слипоны на платформе <br/>Цена: 1090 грн.<br/>Размеры: 35-39<br/>Материал: натуральная кожа<br/>Сезон: весна, лето, осень<br/>KR10050<br/>Черный";"Женские слипоны на платформе ";1090;"KR10050";" 35-39";"Черный";"<h1>Женские слипоны на платформе </h1><br/><b>Материал:</b> натуральная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015525";"http://cs540103.vk.me/c540109/v540109826/be7c/lTSEhO81EYg.jpg";"Женские слипоны на платформе <br/>Цена: 1090 грн.<br/>Размеры: 35-39<br/>Материал: натуральная кожа<br/>Сезон: весна, лето, осень<br/>KR10050<br/>Черный";"Женские слипоны на платформе ";1090;"KR10050";" 35-39";"Черный";"<h1>Женские слипоны на платформе </h1><br/><b>Материал:</b> натуральная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015527";"http://cs540103.vk.me/c540109/v540109826/be85/81CUPBb8yZU.jpg";"Женские слипоны на платформе <br/>Цена: 1090 грн.<br/>Размеры: 35-39<br/>Материал: натуральная кожа<br/>Сезон: весна, лето, осень<br/>KR10050<br/>Черный";"Женские слипоны на платформе ";1090;"KR10050";" 35-39";"Черный";"<h1>Женские слипоны на платформе </h1><br/><b>Материал:</b> натуральная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015529";"http://cs540103.vk.me/c540109/v540109826/be8d/xzYuPMnek9Q.jpg";"Женские слипоны на платформе <br/>Цена: 1090 грн.<br/>Размеры: 35-39<br/>Материал: натуральная кожа<br/>Сезон: весна, лето, осень<br/>KR10050<br/>Черный";"Женские слипоны на платформе ";1090;"KR10050";" 35-39";"Черный";"<h1>Женские слипоны на платформе </h1><br/><b>Материал:</b> натуральная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015530";"http://cs540103.vk.me/c540109/v540109826/be96/aN0s6PeX2JI.jpg";"Женские слипоны на платформе <br/>Цена: 1090 грн.<br/>Размеры: 35-39<br/>Материал: натуральная кожа<br/>Сезон: весна, лето, осень<br/>KR10050<br/>Черный";"Женские слипоны на платформе ";1090;"KR10050";" 35-39";"Черный";"<h1>Женские слипоны на платформе </h1><br/><b>Материал:</b> натуральная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015531";"http://cs540103.vk.me/c540109/v540109826/be9f/ZQml5sNaR20.jpg";"Женские слипоны на платформе <br/>Цена: 1090 грн.<br/>Размеры: 35-39<br/>Материал: натуральная кожа<br/>Сезон: весна, лето, осень<br/>KR10050<br/>Черный";"Женские слипоны на платформе ";1090;"KR10050";" 35-39";"Черный";"<h1>Женские слипоны на платформе </h1><br/><b>Материал:</b> натуральная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015532";"http://cs540103.vk.me/c540109/v540109826/bea8/JytntyF5zJc.jpg";"Женские слипоны на платформе <br/>Цена: 1090 грн.<br/>Размеры: 35-39<br/>Материал: натуральная кожа<br/>Сезон: весна, лето, осень<br/>KR10050<br/>Черный";"Женские слипоны на платформе ";1090;"KR10050";" 35-39";"Черный";"<h1>Женские слипоны на платформе </h1><br/><b>Материал:</b> натуральная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015533";"http://cs540103.vk.me/c540109/v540109826/beb1/O2W2tHng6aQ.jpg";"Женские слипоны на платформе <br/>Цена: 1090 грн.<br/>Размеры: 35-39<br/>Материал: натуральная кожа<br/>Сезон: весна, лето, осень<br/>KR10050<br/>Белый";"Женские слипоны на платформе ";1090;"KR10050";" 35-39";"Белый";"<h1>Женские слипоны на платформе </h1><br/><b>Материал:</b> натуральная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015534";"http://cs540103.vk.me/c540109/v540109826/beb9/c4i8h9f3_kQ.jpg";"Женские слипоны на платформе <br/>Цена: 1090 грн.<br/>Размеры: 35-39<br/>Материал: натуральная кожа<br/>Сезон: весна, лето, осень<br/>KR10050<br/>Белый";"Женские слипоны на платформе ";1090;"KR10050";" 35-39";"Белый";"<h1>Женские слипоны на платформе </h1><br/><b>Материал:</b> натуральная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015535";"http://cs540103.vk.me/c540109/v540109826/bec2/zCSjKMxOMBc.jpg";"Женские слипоны на платформе <br/>Цена: 1090 грн.<br/>Размеры: 35-39<br/>Материал: натуральная кожа<br/>Сезон: весна, лето, осень<br/>KR10050<br/>Белый";"Женские слипоны на платформе ";1090;"KR10050";" 35-39";"Белый";"<h1>Женские слипоны на платформе </h1><br/><b>Материал:</b> натуральная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015536";"http://cs540103.vk.me/c540109/v540109826/beca/0n05rWlFTPY.jpg";"Женские слипоны на платформе <br/>Цена: 1090 грн.<br/>Размеры: 35-39<br/>Материал: натуральная кожа<br/>Сезон: весна, лето, осень<br/>KR10050<br/>Белый";"Женские слипоны на платформе ";1090;"KR10050";" 35-39";"Белый";"<h1>Женские слипоны на платформе </h1><br/><b>Материал:</b> натуральная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015537";"http://cs540103.vk.me/c540109/v540109826/bed2/6ilCkBGLDwI.jpg";"Женские слипоны на платформе <br/>Цена: 1090 грн.<br/>Размеры: 35-39<br/>Материал: натуральная кожа<br/>Сезон: весна, лето, осень<br/>KR10050<br/>Белый";"Женские слипоны на платформе ";1090;"KR10050";" 35-39";"Белый";"<h1>Женские слипоны на платформе </h1><br/><b>Материал:</b> натуральная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015540";"http://cs540103.vk.me/c540109/v540109826/bedb/MGDvH1obP7E.jpg";"Женские слипоны на платформе <br/>Цена: 1090 грн.<br/>Размеры: 35-39<br/>Материал: натуральная кожа<br/>Сезон: весна, лето, осень<br/>KR10050<br/>Белый";"Женские слипоны на платформе ";1090;"KR10050";" 35-39";"Белый";"<h1>Женские слипоны на платформе </h1><br/><b>Материал:</b> натуральная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015541";"http://cs540103.vk.me/c540109/v540109826/bee3/7XH3ma4tOak.jpg";"Женские слипоны на платформе <br/>Цена: 1090 грн.<br/>Размеры: 35-39<br/>Материал: натуральная кожа<br/>Сезон: весна, лето, осень<br/>KR10050<br/>Белый";"Женские слипоны на платформе ";1090;"KR10050";" 35-39";"Белый";"<h1>Женские слипоны на платформе </h1><br/><b>Материал:</b> натуральная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015563";"http://cs540103.vk.me/c540109/v540109826/beeb/WwYwZ9t8TGQ.jpg";"Женские слипоны с натуральной замши<br/>Цена: 1250 грн.<br/>Размеры: 35-40<br/>Материал: натуральная замша<br/>Сезон: весна, лето, осень<br/>KR10051<br/>Серый";"Женские слипоны с натуральной замши";1250;"KR10051";" 35-40";"Серый";"<h1>Женские слипоны с натуральной замши</h1><br/><b>Материал:</b> натуральная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015564";"http://cs540103.vk.me/c540109/v540109826/bef3/_eYsvHXIvH4.jpg";"Женские слипоны с натуральной замши<br/>Цена: 1250 грн.<br/>Размеры: 35-40<br/>Материал: натуральная замша<br/>Сезон: весна, лето, осень<br/>KR10051<br/>Серый";"Женские слипоны с натуральной замши";1250;"KR10051";" 35-40";"Серый";"<h1>Женские слипоны с натуральной замши</h1><br/><b>Материал:</b> натуральная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015576";"http://cs540103.vk.me/c540109/v540109826/bf85/hF0CC33pcpI.jpg";"Женские слипоны с натуральной замши<br/>Цена: 1250 грн.<br/>Размеры: 35-40<br/>Материал: натуральная замша<br/>Сезон: весна, лето, осень<br/>KR10051<br/>Серый";"Женские слипоны с натуральной замши";1250;"KR10051";" 35-40";"Серый";"<h1>Женские слипоны с натуральной замши</h1><br/><b>Материал:</b> натуральная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015578";"http://cs540103.vk.me/c540109/v540109826/bfce/fivl6B73N94.jpg";"Женские слипоны с натуральной замши<br/>Цена: 1250 грн.<br/>Размеры: 35-40<br/>Материал: натуральная замша<br/>Сезон: весна, лето, осень<br/>KR10051<br/>Серый";"Женские слипоны с натуральной замши";1250;"KR10051";" 35-40";"Серый";"<h1>Женские слипоны с натуральной замши</h1><br/><b>Материал:</b> натуральная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015580";"http://cs540103.vk.me/c540109/v540109826/bfd6/JWNY5DeBPEw.jpg";"Женские слипоны с натуральной замши<br/>Цена: 1250 грн.<br/>Размеры: 35-40<br/>Материал: натуральная замша<br/>Сезон: весна, лето, осень<br/>KR10051<br/>Серый";"Женские слипоны с натуральной замши";1250;"KR10051";" 35-40";"Серый";"<h1>Женские слипоны с натуральной замши</h1><br/><b>Материал:</b> натуральная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015583";"http://cs540103.vk.me/c540109/v540109826/bfde/JeSLTMeVrO4.jpg";"Женские слипоны с натуральной замши<br/>Цена: 1250 грн.<br/>Размеры: 35-40<br/>Материал: натуральная замша<br/>Сезон: весна, лето, осень<br/>KR10051<br/>Черный";"Женские слипоны с натуральной замши";1250;"KR10051";" 35-40";"Черный";"<h1>Женские слипоны с натуральной замши</h1><br/><b>Материал:</b> натуральная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015596";"http://cs540103.vk.me/c540109/v540109826/bfe6/KOqhgAf9yFQ.jpg";"Женские слипоны с натуральной замши<br/>Цена: 1250 грн.<br/>Размеры: 35-40<br/>Материал: натуральная замша<br/>Сезон: весна, лето, осень<br/>KR10051<br/>Черный";"Женские слипоны с натуральной замши";1250;"KR10051";" 35-40";"Черный";"<h1>Женские слипоны с натуральной замши</h1><br/><b>Материал:</b> натуральная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015597";"http://cs540103.vk.me/c540109/v540109826/bfee/uZIld4gJuwU.jpg";"Женские слипоны с натуральной замши<br/>Цена: 1250 грн.<br/>Размеры: 35-40<br/>Материал: натуральная замша<br/>Сезон: весна, лето, осень<br/>KR10051<br/>Черный";"Женские слипоны с натуральной замши";1250;"KR10051";" 35-40";"Черный";"<h1>Женские слипоны с натуральной замши</h1><br/><b>Материал:</b> натуральная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015598";"http://cs540103.vk.me/c540109/v540109826/bff7/-H3avMnp2As.jpg";"Женские слипоны с натуральной замши<br/>Цена: 1250 грн.<br/>Размеры: 35-40<br/>Материал: натуральная замша<br/>Сезон: весна, лето, осень<br/>KR10051<br/>Черный";"Женские слипоны с натуральной замши";1250;"KR10051";" 35-40";"Черный";"<h1>Женские слипоны с натуральной замши</h1><br/><b>Материал:</b> натуральная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015599";"http://cs540103.vk.me/c540109/v540109826/bfff/03IeJx8HV3Y.jpg";"Женские слипоны с натуральной замши<br/>Цена: 1250 грн.<br/>Размеры: 35-40<br/>Материал: натуральная замша<br/>Сезон: весна, лето, осень<br/>KR10051<br/>Черный";"Женские слипоны с натуральной замши";1250;"KR10051";" 35-40";"Черный";"<h1>Женские слипоны с натуральной замши</h1><br/><b>Материал:</b> натуральная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015600";"http://cs540103.vk.me/c540109/v540109826/c007/Ov3FYYTJneM.jpg";"Женские слипоны с натуральной замши<br/>Цена: 1250 грн.<br/>Размеры: 35-40<br/>Материал: натуральная замша<br/>Сезон: весна, лето, осень<br/>KR10051<br/>Черный";"Женские слипоны с натуральной замши";1250;"KR10051";" 35-40";"Черный";"<h1>Женские слипоны с натуральной замши</h1><br/><b>Материал:</b> натуральная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015601";"http://cs540103.vk.me/c540109/v540109826/c00f/qd9rbAGqmfY.jpg";"Женские слипоны с натуральной замши<br/>Цена: 1250 грн.<br/>Размеры: 35-40<br/>Материал: натуральная замша<br/>Сезон: весна, лето, осень<br/>KR10051<br/>Черный";"Женские слипоны с натуральной замши";1250;"KR10051";" 35-40";"Черный";"<h1>Женские слипоны с натуральной замши</h1><br/><b>Материал:</b> натуральная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015602";"http://cs540103.vk.me/c540109/v540109826/c017/_dNygQKtQbs.jpg";"Женские слипоны с натуральной замши<br/>Цена: 1250 грн.<br/>Размеры: 35-40<br/>Материал: натуральная замша<br/>Сезон: весна, лето, осень<br/>KR10051";"Женские слипоны с натуральной замши";1250;"KR10051";" 35-40";;"<h1>Женские слипоны с натуральной замши</h1><br/><b>Материал:</b> натуральная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";"Missing colour;"
"photo-13279251_383015603";"http://cs540103.vk.me/c540109/v540109826/c01f/49rD1vvsj74.jpg";"Женские слипоны с натуральной замши<br/>Цена: 1250 грн.<br/>Размеры: 35-40<br/>Материал: натуральная замша<br/>Сезон: весна, лето, осень<br/>KR10051<br/>Серый";"Женские слипоны с натуральной замши";1250;"KR10051";" 35-40";"Серый";"<h1>Женские слипоны с натуральной замши</h1><br/><b>Материал:</b> натуральная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015604";"http://cs540103.vk.me/c540109/v540109826/c027/uHurWO9z3DE.jpg";"Женские слипоны с натуральной замши<br/>Цена: 1250 грн.<br/>Размеры: 35-40<br/>Материал: натуральная замша<br/>Сезон: весна, лето, осень<br/>KR10051<br/>Серый";"Женские слипоны с натуральной замши";1250;"KR10051";" 35-40";"Серый";"<h1>Женские слипоны с натуральной замши</h1><br/><b>Материал:</b> натуральная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015605";"http://cs540103.vk.me/c540109/v540109826/c02f/lWxcZZk2Juw.jpg";"Женские слипоны с натуральной замши<br/>Цена: 1250 грн.<br/>Размеры: 35-40<br/>Материал: натуральная замша<br/>Сезон: весна, лето, осень<br/>KR10051<br/>Серый";"Женские слипоны с натуральной замши";1250;"KR10051";" 35-40";"Серый";"<h1>Женские слипоны с натуральной замши</h1><br/><b>Материал:</b> натуральная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015606";"http://cs540103.vk.me/c540109/v540109826/c037/GLu4pNSOpig.jpg";"Женские слипоны с натуральной замши<br/>Цена: 1250 грн.<br/>Размеры: 35-40<br/>Материал: натуральная замша<br/>Сезон: весна, лето, осень<br/>KR10051<br/>Черный";"Женские слипоны с натуральной замши";1250;"KR10051";" 35-40";"Черный";"<h1>Женские слипоны с натуральной замши</h1><br/><b>Материал:</b> натуральная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015607";"http://cs540103.vk.me/c540109/v540109826/c03f/_ctujAf4yuY.jpg";"Женские слипоны с натуральной замши<br/>Цена: 1250 грн.<br/>Размеры: 35-40<br/>Материал: натуральная замша<br/>Сезон: весна, лето, осень<br/>KR10051<br/>Черный";"Женские слипоны с натуральной замши";1250;"KR10051";" 35-40";"Черный";"<h1>Женские слипоны с натуральной замши</h1><br/><b>Материал:</b> натуральная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015608";"http://cs540103.vk.me/c540109/v540109826/c047/ka-Zj2-H0ZM.jpg";"Женские слипоны с натуральной замши<br/>Цена: 1250 грн.<br/>Размеры: 35-40<br/>Материал: натуральная замша<br/>Сезон: весна, лето, осень<br/>KR10051<br/>Черный";"Женские слипоны с натуральной замши";1250;"KR10051";" 35-40";"Черный";"<h1>Женские слипоны с натуральной замши</h1><br/><b>Материал:</b> натуральная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015609";"http://cs540103.vk.me/c540109/v540109826/c04f/84bCYXbiwc8.jpg";"Женские слипоны<br/>Цена: 699 грн.<br/>Размеры: 35-40<br/>Материал: искусственная замша<br/>Сезон: весна, лето, осень<br/>KR10052<br/>Бордовый";"Женские слипоны";699;"KR10052";" 35-40";"Бордовый";"<h1>Женские слипоны</h1><br/><b>Материал:</b> искусственная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015616";"http://cs540103.vk.me/c540109/v540109826/c057/zy2ttjNoMgk.jpg";"Женские слипоны<br/>Цена: 699 грн.<br/>Размеры: 35-40<br/>Материал: искусственная замша<br/>Сезон: весна, лето, осень<br/>KR10052<br/>Бордовый";"Женские слипоны";699;"KR10052";" 35-40";"Бордовый";"<h1>Женские слипоны</h1><br/><b>Материал:</b> искусственная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015618";"http://cs540103.vk.me/c540109/v540109826/c05f/M6VuTr6c9iU.jpg";"Женские слипоны<br/>Цена: 699 грн.<br/>Размеры: 35-40<br/>Материал: искусственная замша<br/>Сезон: весна, лето, осень<br/>KR10052<br/>Бордовый";"Женские слипоны";699;"KR10052";" 35-40";"Бордовый";"<h1>Женские слипоны</h1><br/><b>Материал:</b> искусственная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015620";"http://cs540103.vk.me/c540109/v540109826/c067/2MzTlUmXTWA.jpg";"Женские слипоны<br/>Цена: 699 грн.<br/>Размеры: 35-40<br/>Материал: искусственная замша<br/>Сезон: весна, лето, осень<br/>KR10052<br/>Бордовый";"Женские слипоны";699;"KR10052";" 35-40";"Бордовый";"<h1>Женские слипоны</h1><br/><b>Материал:</b> искусственная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015622";"http://cs540103.vk.me/c540109/v540109826/c06f/UNmQKrWs2SM.jpg";"Женские слипоны<br/>Цена: 699 грн.<br/>Размеры: 35-40<br/>Материал: искусственная замша<br/>Сезон: весна, лето, осень<br/>KR10052<br/>Черный";"Женские слипоны";699;"KR10052";" 35-40";"Черный";"<h1>Женские слипоны</h1><br/><b>Материал:</b> искусственная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015624";"http://cs540103.vk.me/c540109/v540109826/c077/2wkazzy4wPk.jpg";"Женские слипоны<br/>Цена: 699 грн.<br/>Размеры: 35-40<br/>Материал: искусственная замша<br/>Сезон: весна, лето, осень<br/>KR10052<br/>Черный";"Женские слипоны";699;"KR10052";" 35-40";"Черный";"<h1>Женские слипоны</h1><br/><b>Материал:</b> искусственная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015626";"http://cs540103.vk.me/c540109/v540109826/c07f/x70jDzRJ12c.jpg";"Женские слипоны<br/>Цена: 699 грн.<br/>Размеры: 35-40<br/>Материал: искусственная замша<br/>Сезон: весна, лето, осень<br/>KR10052<br/>Черный";"Женские слипоны";699;"KR10052";" 35-40";"Черный";"<h1>Женские слипоны</h1><br/><b>Материал:</b> искусственная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015627";"http://cs540103.vk.me/c540109/v540109826/c087/LvAHxz7215s.jpg";"Женские слипоны<br/>Цена: 699 грн.<br/>Размеры: 35-40<br/>Материал: искусственная замша<br/>Сезон: весна, лето, осень<br/>KR10052<br/>Черный";"Женские слипоны";699;"KR10052";" 35-40";"Черный";"<h1>Женские слипоны</h1><br/><b>Материал:</b> искусственная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015628";"http://cs540103.vk.me/c540109/v540109826/c08f/0g7cfl357p0.jpg";"Женские слипоны<br/>Цена: 699 грн.<br/>Размеры: 35-40<br/>Материал: искусственная замша<br/>Сезон: весна, лето, осень<br/>KR10052<br/>Черный";"Женские слипоны";699;"KR10052";" 35-40";"Черный";"<h1>Женские слипоны</h1><br/><b>Материал:</b> искусственная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015629";"http://cs540103.vk.me/c540109/v540109826/c097/UwEv1SEKdno.jpg";"Женские слипоны<br/>Цена: 699 грн.<br/>Размеры: 35-40<br/>Материал: искусственная замша<br/>Сезон: весна, лето, осень<br/>KR10052<br/>Серый";"Женские слипоны";699;"KR10052";" 35-40";"Серый";"<h1>Женские слипоны</h1><br/><b>Материал:</b> искусственная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015630";"http://cs540103.vk.me/c540109/v540109826/c09f/WCcrOj06Usk.jpg";"Женские слипоны<br/>Цена: 699 грн.<br/>Размеры: 35-40<br/>Материал: искусственная замша<br/>Сезон: весна, лето, осень<br/>KR10052<br/>Серый";"Женские слипоны";699;"KR10052";" 35-40";"Серый";"<h1>Женские слипоны</h1><br/><b>Материал:</b> искусственная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015631";"http://cs540103.vk.me/c540109/v540109826/c0a7/Hfu9Ug2EKyQ.jpg";"Женские слипоны<br/>Цена: 699 грн.<br/>Размеры: 35-40<br/>Материал: искусственная замша<br/>Сезон: весна, лето, осень<br/>KR10052<br/>Серый";"Женские слипоны";699;"KR10052";" 35-40";"Серый";"<h1>Женские слипоны</h1><br/><b>Материал:</b> искусственная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015632";"http://cs540103.vk.me/c540109/v540109826/c0b0/YvBbist7vSA.jpg";"Женские слипоны<br/>Цена: 699 грн.<br/>Размеры: 35-40<br/>Материал: искусственная замша<br/>Сезон: весна, лето, осень<br/>KR10052";"Женские слипоны";699;"KR10052";" 35-40";;"<h1>Женские слипоны</h1><br/><b>Материал:</b> искусственная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";"Missing colour;"
"photo-13279251_383015633";"http://cs540103.vk.me/c540109/v540109826/c0b8/NDKOMIPIUPU.jpg";"Женские слипоны<br/>Цена: 699 грн.<br/>Размеры: 35-40<br/>Материал: искусственная замша<br/>Сезон: весна, лето, осень<br/>KR10052";"Женские слипоны";699;"KR10052";" 35-40";;"<h1>Женские слипоны</h1><br/><b>Материал:</b> искусственная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";"Missing colour;"
"photo-13279251_383015634";"http://cs540103.vk.me/c540109/v540109826/c0c0/i2wZJFGMPPs.jpg";"Женские слипоны<br/>Цена: 699 грн.<br/>Размеры: 35-40<br/>Материал: искусственная замша<br/>Сезон: весна, лето, осень<br/>KR10052<br/>Серый";"Женские слипоны";699;"KR10052";" 35-40";"Серый";"<h1>Женские слипоны</h1><br/><b>Материал:</b> искусственная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015635";"http://cs540103.vk.me/c540109/v540109826/c0c8/EibY5CsaDZ4.jpg";"Женские слипоны<br/>Цена: 699 грн.<br/>Размеры: 35-40<br/>Материал: искусственная замша<br/>Сезон: весна, лето, осень<br/>KR10052<br/>Черный";"Женские слипоны";699;"KR10052";" 35-40";"Черный";"<h1>Женские слипоны</h1><br/><b>Материал:</b> искусственная замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
